"Date","Workout name","Exercise","Set","Weight","Reps","Distance","Duration","Measurement unit","Notes"
"2022-11-29 16:13:05","dorsal, biceps, abdominal ","EZ Bar Curl","2","20","8","","","kg",
"2022-11-29 16:13:05","dorsal, biceps, abdominal ","Cable Bicep Curl","1","35","8","","","kg",
"2022-11-29 16:13:05","dorsal, biceps, abdominal ","Cable Bicep Curl","2","35","8","","","kg",
"2022-11-29 16:13:05","dorsal, biceps, abdominal ","Cable Bicep Curl","3","30","8","","","kg",
"2022-12-01 16:42:50","perna","Leg Press","1","120","24","","","kg",
"2022-12-01 16:42:50","perna","Leg Press","2","120","16","","","kg",
"2022-12-01 16:42:50","perna","Leg Press","3","160","18","","","kg",
"2022-12-01 16:42:50","perna","Leg Press","4","200","20","","","kg",
"2022-12-01 16:42:50","perna","Leg Press","5","240","14","","","kg",
"2022-12-01 16:42:50","perna","Leg Press","6","240","13","","","kg",
"2022-12-01 16:42:50","perna","Barbell Squat","1","70","8","","","kg",
"2022-12-01 16:42:50","perna","Barbell Squat","2","70","10","","","kg",
"2022-12-01 16:42:50","perna","Barbell Squat","3","90","9","","","kg",
"2022-12-01 16:42:50","perna","Leg Extensions","1","70","20","","","kg",
"2022-12-01 16:42:50","perna","Leg Extensions","2","80","12","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Decline Dumbbell Bench Press","1","18","17","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Decline Dumbbell Bench Press","2","20","11","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Decline Dumbbell Bench Press","3","22","12","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Decline Dumbbell Bench Press","4","24","10","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Decline Dumbbell Bench Press","5","24","10","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Decline Dumbbell Bench Press","6","24","10","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Decline Dumbbell Bench Press","7","24","10","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Decline Dumbbell Bench Press","8","24","10","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Decline Dumbbell Bench Press","9","24","8","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Decline Dumbbell Bench Press","10","24","8","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Butterfly Machine","1","20","12","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Butterfly Machine","2","25","14","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Butterfly Machine","3","25","10","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Butterfly Machine","4","25","14","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Butterfly Machine","5","25","12","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Butterfly Machine","6","25","10","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Bent Over Two Arm Dumbbell Triceps Extension","1","6","15","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Bent Over Two Arm Dumbbell Triceps Extension","2","7","11","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Bent Over Two Arm Dumbbell Triceps Extension","3","7","11","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Bent Over Two Arm Dumbbell Triceps Extension","4","7","10","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Cable Triceps Pushdown","1","40","13","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Cable Triceps Pushdown","2","40","11","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Cable Triceps Pushdown","3","50","8","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Cable Triceps Pushdown","4","50","12","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Cable Triceps Pushdown","5","60","6","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Cable Triceps Pushdown","6","50","8","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Lateral Dumbbell Raises","1","9","12","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Lateral Dumbbell Raises","2","9","10","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Lateral Dumbbell Raises","3","9","9","","","kg",
"2022-12-02 11:28:03","peito, triceps, ombro","Lateral Dumbbell Raises","4","9","10","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Wide Grip Lat Pull Down","1","35","19","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Wide Grip Lat Pull Down","2","35","15","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Wide Grip Lat Pull Down","3","35","12","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Wide Grip Lat Pull Down","4","35","15","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Wide Grip Lat Pull Down","5","40","12","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Wide Grip Lat Pull Down","6","40","9","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Seated Cable Rows","1","50","19","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Seated Cable Rows","2","60","13","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Seated Cable Rows","3","70","8","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Seated Cable Rows","4","60","11","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Bent Over Barbell Row","1","60","7","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Bent Over Barbell Row","2","60","10","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Bent Over Barbell Row","3","60","8","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Bent Over Barbell Row","4","60","7","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","One Arm Dumbbell Row","1","16","10","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","One Arm Dumbbell Row","2","16","10","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","One Arm Dumbbell Row","3","16","8","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","EZ Bar Curl","1","20","9","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","EZ Bar Curl","2","20","8","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","EZ Bar Curl","3","20","8","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","EZ Bar Curl","4","20","8","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Cable Hammer Curl","1","40","9","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Cable Hammer Curl","2","35","11","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Cable Hammer Curl","3","35","8","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Cable Hammer Curl","4","35","6","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Lateral Dumbbell Raises","1","10","12","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Lateral Dumbbell Raises","2","16","11","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Lateral Dumbbell Raises","3","10","7","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Lateral Dumbbell Raises","4","4","6","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Lateral Dumbbell Raises","5","16","9","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Lateral Dumbbell Raises","6","10","4","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Lateral Dumbbell Raises","7","4","6","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Lateral Dumbbell Raises","8","10","10","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Lateral Dumbbell Raises","9","4","8","","","kg",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Plank","1","","","","00:01:43","",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Plank","2","","","","00:01:20","",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Plank","3","","","","00:01:47","",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Treadmill","1","","","","00:10:30","km",
"2022-12-03 10:14:08","dorsal, biceps, abdominal ","Elliptical","1","","","","00:01:20","km",
"2022-12-07 06:32:08","Ombro day","Lateral Dumbbell Raises","1","9","16","","","kg",
"2022-12-07 06:32:08","Ombro day","Lateral Dumbbell Raises","2","10","11","","","kg",
"2022-12-07 06:32:08","Ombro day","Lateral Dumbbell Raises","3","10","10","","","kg",
"2022-12-07 06:32:08","Ombro day","Lateral Dumbbell Raises","4","10","12","","","kg",
"2022-12-07 06:32:08","Ombro day","Lateral Dumbbell Raises","5","10","12","","","kg",
"2022-12-07 06:32:08","Ombro day","Lateral Dumbbell Raises","6","10","10","","","kg",
"2022-12-07 06:32:08","Ombro day","Lateral Dumbbell Raises","7","10","10","","","kg",
"2022-12-07 06:32:08","Ombro day","Lateral Dumbbell Raises","8","10","11","","","kg",
"2022-12-07 06:32:08","Ombro day","Lateral Dumbbell Raises","9","10","10","","","kg",
"2022-12-07 06:32:08","Ombro day","Lateral Dumbbell Raises","10","10","8","","","kg",
"2022-12-07 06:32:08","Ombro day","Seated Bent Over Rear Delt Raise","1","4","10","","","kg",
"2022-12-07 06:32:08","Ombro day","Seated Bent Over Rear Delt Raise","2","4","16","","","kg",
"2022-12-07 06:32:08","Ombro day","Seated Bent Over Rear Delt Raise","3","4","14","","","kg",
"2022-12-09 10:41:30","Arm day","EZ Bar Curl","1","10","20","","","kg",
"2022-12-09 10:41:30","Arm day","EZ Bar Curl","2","10","20","","","kg",
"2022-12-09 10:41:30","Arm day","EZ Bar Curl","3","10","20","","","kg",
"2022-12-09 10:41:30","Arm day","EZ Bar Curl","4","20","9","","","kg",
"2022-12-09 10:41:30","Arm day","EZ Bar Curl","5","20","9","","","kg",
"2022-12-09 10:41:30","Arm day","EZ Bar Curl","6","20","10","","","kg",
"2022-12-09 10:41:30","Arm day","Cable Hammer Curl","1","40","9","","","kg",
"2022-12-09 10:41:30","Arm day","Cable Hammer Curl","2","40","7","","","kg",
"2022-12-09 10:41:30","Arm day","Cable Hammer Curl","3","35","6","","","kg",
"2022-12-09 10:41:30","Arm day","Cable Hammer Curl","4","35","6","","","kg",
"2022-12-09 10:41:30","Arm day","Triceps Dips","1","","11","","","kg",
"2022-12-09 10:41:30","Arm day","Triceps Dips","2","","8","","","kg",
"2022-12-09 10:41:30","Arm day","Triceps Dips","3","","9","","","kg",
"2022-12-09 10:41:30","Arm day","Triceps Dips","4","","11","","","kg",
"2022-12-09 10:41:30","Arm day","Cable Triceps Pushdown","1","50","11","","","kg",
"2022-12-09 10:41:30","Arm day","Cable Triceps Pushdown","2","50","10","","","kg",
"2022-12-09 10:41:30","Arm day","Cable Triceps Pushdown","3","50","8","","","kg",
"2022-12-09 10:41:30","Arm day","Cable Triceps Pushdown","4","50","12","","","kg",
"2022-12-09 10:41:30","Arm day","Bent Over Two Arm Dumbbell Triceps Extension","1","7.5","12","","","kg",
"2022-12-09 10:41:30","Arm day","Bent Over Two Arm Dumbbell Triceps Extension","2","7.5","10","","","kg",
"2022-12-09 10:41:30","Arm day","Bent Over Two Arm Dumbbell Triceps Extension","3","7.5","8","","","kg",
"2022-12-09 10:41:30","Arm day","Bent Over Two Arm Dumbbell Triceps Extension","4","7.5","8","","","kg",
"2022-12-14 19:40:41","Batata day","Seated Calf Raise Machine","1","40","20","","","kg",
"2022-12-14 19:40:41","Batata day","Seated Calf Raise Machine","2","40","20","","","kg",
"2022-12-14 19:40:41","Batata day","Seated Calf Raise Machine","3","40","20","","","kg",
"2022-12-14 19:40:41","Batata day","Seated Calf Raise Machine","4","80","9","","","kg",
"2022-12-14 19:40:41","Batata day","Seated Calf Raise Machine","5","80","9","","","kg",
"2022-12-14 19:40:41","Batata day","Seated Calf Raise Machine","6","80","12","","","kg",
"2022-12-14 19:40:41","Batata day","Standing Barbell Calf Raise","1","80","12","","","kg",
"2022-12-14 19:40:41","Batata day","Standing Barbell Calf Raise","2","80","13","","","kg",
"2022-12-14 19:40:41","Batata day","Standing Barbell Calf Raise","3","80","12","","","kg",
"2022-12-14 19:40:41","Batata day","Standing Barbell Calf Raise","4","100","8","","","kg",
"2022-12-14 19:40:41","Batata day","Standing Barbell Calf Raise","5","100","3","","","kg",
"2022-12-15 15:54:58","Ombro day","Lateral Dumbbell Raises","1","10","14","","","kg",
"2022-12-15 15:54:58","Ombro day","Lateral Dumbbell Raises","2","10","8","","","kg",
"2022-12-15 15:54:58","Ombro day","Lateral Dumbbell Raises","3","10","12","","","kg",
"2022-12-15 15:54:58","Ombro day","Lateral Dumbbell Raises","4","10","11","","","kg",
"2022-12-15 15:54:58","Ombro day","Lateral Dumbbell Raises","5","10","10","","","kg",
"2022-12-15 15:54:58","Ombro day","Lateral Dumbbell Raises","6","10","12","","","kg",
"2022-12-15 15:54:58","Ombro day","Lateral Dumbbell Raises","7","10","13","","","kg",
"2022-12-15 15:54:58","Ombro day","Lateral Dumbbell Raises","8","10","12","","","kg",
"2022-12-15 15:54:58","Ombro day","Lateral Dumbbell Raises","9","10","12","","","kg",
"2022-12-15 15:54:58","Ombro day","Lateral Dumbbell Raises","10","10","10","","","kg",
"2022-12-15 15:54:58","Ombro day","Seated Bent Over Rear Delt Raise","1","6","10","","","kg",
"2022-12-15 15:54:58","Ombro day","Seated Bent Over Rear Delt Raise","2","6","9","","","kg",
"2022-12-15 15:54:58","Ombro day","Seated Bent Over Rear Delt Raise","3","6","11","","","kg",
"2022-12-15 15:54:58","Ombro day","Dumbbell Shoulder Press","1","16","8","","","kg",
"2022-12-15 15:54:58","Ombro day","Dumbbell Shoulder Press","2","16","7","","","kg",
"2022-12-15 15:54:58","Ombro day","Dumbbell Shoulder Press","3","14","7","","","kg",
"2022-12-16 01:11:11","Workout 1","Push Ups","1","","19","","","kg",
"2022-12-16 01:11:11","Workout 1","Plank","1","","","","00:01:06","",
"2022-12-16 19:08:13","Arm day","EZ Bar Curl","1","14","20","","","kg",
"2022-12-16 19:08:13","Arm day","EZ Bar Curl","2","14","14","","","kg",
"2022-12-16 19:08:13","Arm day","EZ Bar Curl","3","14","13","","","kg",
"2022-12-16 19:08:13","Arm day","EZ Bar Curl","4","20","8","","","kg",
"2022-12-16 19:08:13","Arm day","EZ Bar Curl","5","20","8","","","kg",
"2022-12-16 19:08:13","Arm day","EZ Bar Curl","6","20","8","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Hammer Curl","1","40","10","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Hammer Curl","2","40","9","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Hammer Curl","3","40","12","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Hammer Curl","4","10","6","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Hammer Curl","5","40","6","","","kg",
"2022-12-16 19:08:13","Arm day","Lateral Dumbbell Raises","1","10","10","","","kg",
"2022-12-16 19:08:13","Arm day","Lateral Dumbbell Raises","2","10","9","","","kg",
"2022-12-16 19:08:13","Arm day","Lateral Dumbbell Raises","3","10","9","","","kg",
"2022-12-16 19:08:13","Arm day","Lateral Dumbbell Raises","4","10","8","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Bicep Curl","1","40","8","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Bicep Curl","2","40","8","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Bicep Curl","3","30","5","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Bicep Curl","4","30","7","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Bicep Curl","5","25","9","","","kg",
"2022-12-16 19:08:13","Arm day","Alternating Dumbbell Bicep Curls","1","7","8","","","kg",
"2022-12-16 19:08:13","Arm day","Alternating Dumbbell Bicep Curls","2","7","8","","","kg",
"2022-12-16 19:08:13","Arm day","Alternating Dumbbell Bicep Curls","3","6","8","","","kg",
"2022-12-16 19:08:13","Arm day","Alternating Dumbbell Bicep Curls","4","6","10","","","kg",
"2022-12-16 19:08:13","Arm day","Triceps Dips","1","","12","","","kg",
"2022-12-16 19:08:13","Arm day","Triceps Dips","2","","10","","","kg",
"2022-12-16 19:08:13","Arm day","Triceps Dips","3","","13","","","kg",
"2022-12-16 19:08:13","Arm day","Triceps Dips","4","","6","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Triceps Pushdown","1","50","10","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Triceps Pushdown","2","50","11","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Triceps Pushdown","3","50","6","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Triceps Pushdown","4","40","11","","","kg",
"2022-12-16 19:08:13","Arm day","Cable Triceps Pushdown","5","40","11","","","kg",
"2022-12-16 19:08:13","Arm day","Bent Over Two Arm Dumbbell Triceps Extension","1","9","7","","","kg",
"2022-12-16 19:08:13","Arm day","Bent Over Two Arm Dumbbell Triceps Extension","2","8","10","","","kg",
"2022-12-16 19:08:13","Arm day","Bent Over Two Arm Dumbbell Triceps Extension","3","8","10","","","kg",
"2022-12-16 19:08:13","Arm day","Bent Over Two Arm Dumbbell Triceps Extension","4","8","10","","","kg",
"2022-12-16 19:08:13","Arm day","Lateral Dumbbell Raises","1","12","10","","","kg",
"2022-12-16 19:08:13","Arm day","Lateral Dumbbell Raises","2","12","10","","","kg",
"2022-12-16 19:08:13","Arm day","Lateral Dumbbell Raises","3","12","7","","","kg",
"2022-12-16 19:08:13","Arm day","Lateral Dumbbell Raises","4","10","6","","","kg",
"2022-12-16 19:08:13","Arm day","Lateral Dumbbell Raises","5","9","5","","","kg",
"2022-12-16 19:08:13","Arm day","Hanging Knee Raise","1","","11","","","kg",
"2022-12-16 19:08:13","Arm day","Decline Crunch","1","","20","","","kg",
"2022-12-16 19:08:13","Arm day","Decline Crunch","2","","20","","","kg",
"2022-12-16 19:08:13","Arm day","Crunches","1","","30","","","kg",
"2022-12-16 19:08:13","Arm day","Crunches","2","","40","","","kg",
"2022-12-16 19:08:13","Arm day","Plank","1","","","","00:01:15","",
"2022-12-17 10:12:55","Perna Day","Barbell Squat","1","60","12","","","kg",
"2022-12-17 10:12:55","Perna Day","Barbell Squat","2","60","13","","","kg",
"2022-12-17 10:12:55","Perna Day","Barbell Squat","3","80","12","","","kg",
"2022-12-17 10:12:55","Perna Day","Barbell Squat","4","80","14","","","kg",
"2022-12-17 10:12:55","Perna Day","Barbell Squat","5","100","5","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Press","1","140","14","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Press","2","140","15","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Press","3","160","12","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Press","4","180","14","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Press","5","200","15","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Press","6","240","10","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Extensions","1","70","13","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Extensions","2","10","12","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Extensions","3","80","10","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Extensions","4","90","12","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Extensions","5","100","9","","","kg",
"2022-12-17 10:12:55","Perna Day","Leg Extensions","6","100","10","","","kg",
"2022-12-17 10:12:55","Perna Day","Lying Leg Curl","1","50","11","","","kg",
"2022-12-17 10:12:55","Perna Day","Lying Leg Curl","2","50","8","","","kg",
"2022-12-17 10:12:55","Perna Day","Lying Leg Curl","3","45","8","","","kg",
"2022-12-17 10:12:55","Perna Day","Lying Leg Curl","4","45","6","","","kg",
"2022-12-17 10:12:55","Perna Day","Seated Leg Curl","1","80","9","","","kg",
"2022-12-17 10:12:55","Perna Day","Seated Leg Curl","2","80","10","","","kg",
"2022-12-17 10:12:55","Perna Day","Seated Leg Curl","3","90","9","","","kg",
"2022-12-17 10:12:55","Perna Day","Seated Leg Curl","4","100","2","","","kg",
"2022-12-17 10:12:55","Perna Day","Decline Crunch","1","","25","","","kg",
"2022-12-17 10:12:55","Perna Day","Decline Crunch","2","","15","","","kg",
"2022-12-17 10:12:55","Perna Day","Hanging Knee Raise","1","","16","","","kg",
"2022-12-17 10:12:55","Perna Day","Hanging Knee Raise","2","","20","","","kg",
"2022-12-17 10:12:55","Perna Day","Hanging Knee Raise","3","","15","","","kg",
"2022-12-17 10:12:55","Perna Day","Plank","1","","","","00:02:03","",
"2022-12-17 10:12:55","Perna Day","Plank","2","","","","00:01:11","",
"2022-12-19 19:51:36","Peito","Push Ups","1","","26","","","kg",
"2022-12-19 19:51:36","Peito","Push Ups","2","","12","","","kg",
"2022-12-19 19:51:36","Peito","Push Ups","3","","10","","","kg",
"2022-12-19 19:51:36","Peito","Decline Dumbbell Bench Press","1","26","4","","","kg",
"2022-12-19 19:51:36","Peito","Decline Dumbbell Bench Press","2","26","4","","","kg",
"2022-12-19 19:51:36","Peito","Decline Dumbbell Bench Press","3","18","11","","","kg",
"2022-12-19 19:51:36","Peito","Decline Dumbbell Bench Press","4","18","9","","","kg",
"2022-12-19 19:51:36","Peito","Decline Dumbbell Bench Press","5","18","10","","","kg",
"2022-12-19 19:51:36","Peito","Decline Dumbbell Bench Press","6","18","12","","","kg",
"2022-12-19 19:51:36","Peito","Decline Dumbbell Bench Press","7","20","11","","","kg",
"2022-12-19 19:51:36","Peito","Decline Dumbbell Bench Press","8","20","9","","","kg",
"2022-12-19 19:51:36","Peito","Decline Dumbbell Bench Press","9","20","8","","","kg",
"2022-12-19 19:51:36","Peito","Decline Dumbbell Bench Press","10","20","6","","","kg",
"2022-12-19 19:51:36","Peito","Butterfly Machine","1","20","14","","","kg",
"2022-12-19 19:51:36","Peito","Butterfly Machine","2","25","12","","","kg",
"2022-12-19 19:51:36","Peito","Butterfly Machine","3","25","13","","","kg",
"2022-12-19 19:51:36","Peito","Butterfly Machine","4","20","10","","","kg",
"2022-12-19 19:51:36","Peito","Crunches","1","","35","","","kg",
"2022-12-19 19:51:36","Peito","Crunches","2","","40","","","kg",
"2022-12-19 19:51:36","Peito","Crunches","3","","35","","","kg",
"2022-12-19 19:51:36","Peito","Plank","1","","","","00:01:40","",
"2022-12-19 19:51:36","Peito","Plank","2","","","","00:01:20","",
"2022-12-19 19:51:36","Peito","Plank","3","","","","00:01:30","",
"2022-12-19 19:51:36","Peito","Elliptical","1","","","","00:30:00","km",
"2022-12-20 07:35:57","Workout on the fly","Treadmill","1","","","","00:30:00","km",
"2022-12-20 16:09:40","Dorsal","Chin Ups","1","","7","","","kg",
"2022-12-20 16:09:40","Dorsal","Chin Ups","2","","5","","","kg",
"2022-12-20 16:09:40","Dorsal","Chin Ups","3","","4","","","kg",
"2022-12-20 16:09:40","Dorsal","Chin Ups","4","","3","","","kg",
"2022-12-20 16:09:40","Dorsal","Wide Grip Lat Pull Down","1","30","23","","","kg",
"2022-12-20 16:09:40","Dorsal","Wide Grip Lat Pull Down","2","35","16","","","kg",
"2022-12-20 16:09:40","Dorsal","Wide Grip Lat Pull Down","3","40","13","","","kg",
"2022-12-20 16:09:40","Dorsal","Wide Grip Lat Pull Down","4","50","9","","","kg",
"2022-12-20 16:09:40","Dorsal","Seated Cable Rows","1","60","17","","","kg",
"2022-12-20 16:09:40","Dorsal","Seated Cable Rows","2","70","12","","","kg",
